"Notes"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	"Crude Rate"
	"55-64 years"	"55-64"	"2014"	"2014"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	427	40077581	1.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Intestinal infectious diseases"	"A00-A09"	907	40877819	2.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Tuberculosis"	"A16-A19"	88	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Certain zoonotic bacterial diseases"	"A20-A28"	6	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Other bacterial diseases"	"A30-A49"	6076	40877819	14.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	8	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Other spirochaetal diseases"	"A65-A69"	3	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Rickettsioses"	"A75-A79"	3	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Viral infections of the central nervous system"	"A80-A89"	171	40877819	0.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	19	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	40	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Viral hepatitis"	"B15-B19"	3559	40877819	8.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	1824	40877819	4.5
	"55-64 years"	"55-64"	"2015"	"2015"	"Other viral diseases"	"B25-B34"	64	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Mycoses"	"B35-B49"	230	40877819	0.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Protozoal diseases"	"B50-B64"	34	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Helminthiases"	"B65-B83"	9	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Pediculosis, acariasis and other infestations"	"B85-B89"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	107	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Other infectious diseases"	"B99-B99"	45	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Malignant neoplasms"	"C00-C97"	116122	40877819	284.1
	"55-64 years"	"55-64"	"2015"	"2015"	"In situ neoplasms"	"D00-D09"	17	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Benign neoplasms"	"D10-D36"	209	40877819	0.5
	"55-64 years"	"55-64"	"2015"	"2015"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	1393	40877819	3.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Nutritional anaemias"	"D50-D53"	28	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Haemolytic anaemias"	"D55-D59"	121	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Aplastic and other anaemias"	"D60-D64"	327	40877819	0.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	480	40877819	1.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of blood and blood-forming organs"	"D70-D76"	190	40877819	0.5
	"55-64 years"	"55-64"	"2015"	"2015"	"Certain disorders involving the immune mechanism"	"D80-D89"	376	40877819	0.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of thyroid gland"	"E00-E07"	142	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Diabetes mellitus"	"E10-E14"	14166	40877819	34.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	98	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of other endocrine glands"	"E20-E34"	96	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Malnutrition"	"E40-E46"	339	40877819	0.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Other nutritional deficiencies"	"E50-E64"	16	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Obesity and other hyperalimentation"	"E65-E68"	1951	40877819	4.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Metabolic disorders"	"E70-E88"	2894	40877819	7.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Organic, including symptomatic, mental disorders"	"F01-F09"	1289	40877819	3.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	3662	40877819	9.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	119	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Mood [affective] disorders"	"F30-F39"	80	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	16	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	52	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of adult personality and behaviour"	"F60-F69"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Mental retardation"	"F70-F79"	128	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of psychological development"	"F80-F89"	12	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Unspecified mental disorder"	"F99-F99"	2	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Inflammatory diseases of the central nervous system"	"G00-G09"	272	40877819	0.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	2015	40877819	4.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Extrapyramidal and movement disorders"	"G20-G25"	700	40877819	1.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Other degenerative diseases of the nervous system"	"G30-G31"	1571	40877819	3.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Demyelinating diseases of the central nervous system"	"G35-G37"	1256	40877819	3.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Episodic and paroxysmal disorders"	"G40-G47"	646	40877819	1.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Nerve, nerve root and plexus disorders"	"G50-G58"	4	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	116	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of myoneural junction and muscle"	"G70-G72"	328	40877819	0.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	467	40877819	1.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Other disorders of the nervous system"	"G90-G98"	2446	40877819	6.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of sclera, cornea, iris and ciliary body"	"H15-H21"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of choroid and retina"	"H30-H35"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of vitreous body and globe"	"H43-H44"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Visual disturbances and blindness"	"H53-H54"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of external ear"	"H60-H61"	2	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of middle ear and mastoid"	"H65-H74"	11	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Acute rheumatic fever"	"I00-I02"	3	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Chronic rheumatic heart diseases"	"I05-I09"	348	40877819	0.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Hypertensive diseases"	"I10-I15"	11519	40877819	28.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Ischaemic heart diseases"	"I20-I25"	48891	40877819	119.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	2533	40877819	6.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Other forms of heart disease"	"I30-I51"	17173	40877819	42.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Cerebrovascular diseases"	"I60-I69"	12116	40877819	29.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	2764	40877819	6.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	727	40877819	1.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	77	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Acute upper respiratory infections"	"J00-J06"	24	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Influenza and pneumonia"	"J09-J18"	4601	40877819	11.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Other acute lower respiratory infections"	"J20-J22"	21	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of upper respiratory tract"	"J30-J39"	80	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Chronic lower respiratory diseases"	"J40-J47"	17457	40877819	42.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Lung diseases due to external agents"	"J60-J70"	1539	40877819	3.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	2142	40877819	5.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	149	40877819	0.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of pleura"	"J90-J94"	155	40877819	0.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of the respiratory system"	"J96-J98"	1598	40877819	3.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	28	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	825	40877819	2.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of appendix"	"K35-K38"	55	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Hernia"	"K40-K46"	242	40877819	0.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Noninfective enteritis and colitis"	"K50-K52"	201	40877819	0.5
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of intestines"	"K55-K63"	2138	40877819	5.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of peritoneum"	"K65-K66"	403	40877819	1.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of liver"	"K70-K76"	16911	40877819	41.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	1115	40877819	2.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of the digestive system"	"K90-K92"	976	40877819	2.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	431	40877819	1.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Bullous disorders"	"L10-L13"	10	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Dermatitis and eczema"	"L20-L30"	2	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Papulosquamous disorders"	"L40-L44"	7	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Urticaria and erythema"	"L50-L53"	30	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Radiation-related disorders of the skin and subcutaneous tissue"	"L55-L59"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	236	40877819	0.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Arthropathies"	"M00-M25"	351	40877819	0.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Systemic connective tissue disorders"	"M30-M35"	779	40877819	1.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Dorsopathies"	"M40-M54"	179	40877819	0.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Soft tissue disorders"	"M60-M79"	326	40877819	0.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Osteopathies and chondropathies"	"M80-M94"	275	40877819	0.7
	"55-64 years"	"55-64"	"2015"	"2015"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Glomerular diseases"	"N00-N07"	91	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Renal tubulo-interstitial diseases"	"N10-N15"	125	40877819	0.3
	"55-64 years"	"55-64"	"2015"	"2015"	"Renal failure"	"N17-N19"	5351	40877819	13.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Urolithiasis"	"N20-N23"	48	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Other disorders of kidney and ureter"	"N25-N28"	444	40877819	1.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Other diseases of urinary system"	"N30-N39"	864	40877819	2.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of male genital organs"	"N40-N50"	96	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Disorders of breast"	"N60-N64"	7	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	16	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Noninflammatory disorders of female genital tract"	"N80-N98"	16	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Birth trauma"	"P10-P15"	2	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	3	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Congenital malformations of the nervous system"	"Q00-Q07"	27	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Congenital malformations of the circulatory system"	"Q20-Q28"	189	40877819	0.5
	"55-64 years"	"55-64"	"2015"	"2015"	"Congenital malformations of the respiratory system"	"Q30-Q34"	7	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Other congenital malformations of the digestive system"	"Q38-Q45"	14	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Congenital malformations of the urinary system"	"Q60-Q64"	93	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	21	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Other congenital malformations"	"Q80-Q89"	87	40877819	0.2
	"55-64 years"	"55-64"	"2015"	"2015"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	647	40877819	1.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	350	40877819	0.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	23	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	2	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	7	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	3	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"General symptoms and signs"	"R50-R68"	733	40877819	1.8
	"55-64 years"	"55-64"	"2015"	"2015"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	7	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"	"R83-R89"	1	40877819	0.0 (Unreliable)
	"55-64 years"	"55-64"	"2015"	"2015"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	27	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Ill-defined and unknown causes of mortality"	"R95-R99"	1804	40877819	4.4
	"55-64 years"	"55-64"	"2015"	"2015"	"Transport accidents"	"V01-V99"	5563	40877819	13.6
	"55-64 years"	"55-64"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	13535	40877819	33.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	7728	40877819	18.9
	"55-64 years"	"55-64"	"2015"	"2015"	"Assault"	"X85-Y09"	1274	40877819	3.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	820	40877819	2.0
	"55-64 years"	"55-64"	"2015"	"2015"	"Legal intervention and operations of war"	"Y35-Y36"	51	40877819	0.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Complications of medical and surgical care"	"Y40-Y84"	444	40877819	1.1
	"55-64 years"	"55-64"	"2015"	"2015"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	466	40877819	1.1
	"65-74 years"	"65-74"	"1999"	"1999"	"Intestinal infectious diseases"	"A00-A09"	188	18418909	1.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Tuberculosis"	"A16-A19"	173	18418909	0.9
	"65-74 years"	"65-74"	"1999"	"1999"	"Certain zoonotic bacterial diseases"	"A20-A28"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Other bacterial diseases"	"A30-A49"	6122	18418909	33.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	6	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Other spirochaetal diseases"	"A65-A69"	2	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Rickettsioses"	"A75-A79"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Viral infections of the central nervous system"	"A80-A89"	124	18418909	0.7
	"65-74 years"	"65-74"	"1999"	"1999"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	49	18418909	0.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Viral hepatitis"	"B15-B19"	881	18418909	4.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	398	18418909	2.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Other viral diseases"	"B25-B34"	46	18418909	0.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Mycoses"	"B35-B49"	430	18418909	2.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Protozoal diseases"	"B50-B64"	47	18418909	0.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Helminthiases"	"B65-B83"	2	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Pediculosis, acariasis and other infestations"	"B85-B89"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	366	18418909	2.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Other infectious diseases"	"B99-B99"	13	18418909	0.1 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Malignant neoplasms"	"C00-C97"	152338	18418909	827.1
	"65-74 years"	"65-74"	"1999"	"1999"	"In situ neoplasms"	"D00-D09"	3	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Benign neoplasms"	"D10-D36"	291	18418909	1.6
	"65-74 years"	"65-74"	"1999"	"1999"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	2390	18418909	13.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Nutritional anaemias"	"D50-D53"	25	18418909	0.1
	"65-74 years"	"65-74"	"1999"	"1999"	"Haemolytic anaemias"	"D55-D59"	64	18418909	0.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Aplastic and other anaemias"	"D60-D64"	397	18418909	2.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	535	18418909	2.9
	"65-74 years"	"65-74"	"1999"	"1999"	"Other diseases of blood and blood-forming organs"	"D70-D76"	157	18418909	0.9
	"65-74 years"	"65-74"	"1999"	"1999"	"Certain disorders involving the immune mechanism"	"D80-D89"	161	18418909	0.9
	"65-74 years"	"65-74"	"1999"	"1999"	"Disorders of thyroid gland"	"E00-E07"	177	18418909	1.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Diabetes mellitus"	"E10-E14"	16908	18418909	91.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	44	18418909	0.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Disorders of other endocrine glands"	"E20-E34"	124	18418909	0.7
	"65-74 years"	"65-74"	"1999"	"1999"	"Malnutrition"	"E40-E46"	407	18418909	2.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Other nutritional deficiencies"	"E50-E64"	22	18418909	0.1
	"65-74 years"	"65-74"	"1999"	"1999"	"Obesity and other hyperalimentation"	"E65-E68"	429	18418909	2.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Metabolic disorders"	"E70-E88"	2246	18418909	12.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Organic, including symptomatic, mental disorders"	"F01-F09"	1677	18418909	9.1
	"65-74 years"	"65-74"	"1999"	"1999"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	995	18418909	5.4
	"65-74 years"	"65-74"	"1999"	"1999"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	77	18418909	0.4
	"65-74 years"	"65-74"	"1999"	"1999"	"Mood [affective] disorders"	"F30-F39"	79	18418909	0.4
	"65-74 years"	"65-74"	"1999"	"1999"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	14	18418909	0.1 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	44	18418909	0.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Mental retardation"	"F70-F79"	60	18418909	0.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Unspecified mental disorder"	"F99-F99"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Inflammatory diseases of the central nervous system"	"G00-G09"	221	18418909	1.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	1847	18418909	10.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Extrapyramidal and movement disorders"	"G20-G25"	2086	18418909	11.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Other degenerative diseases of the nervous system"	"G30-G31"	3437	18418909	18.7
	"65-74 years"	"65-74"	"1999"	"1999"	"Demyelinating diseases of the central nervous system"	"G35-G37"	546	18418909	3.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Episodic and paroxysmal disorders"	"G40-G47"	263	18418909	1.4
	"65-74 years"	"65-74"	"1999"	"1999"	"Nerve, nerve root and plexus disorders"	"G50-G58"	15	18418909	0.1 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	142	18418909	0.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of myoneural junction and muscle"	"G70-G72"	239	18418909	1.3
	"65-74 years"	"65-74"	"1999"	"1999"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	277	18418909	1.5
	"65-74 years"	"65-74"	"1999"	"1999"	"Other disorders of the nervous system"	"G90-G98"	1452	18418909	7.9
	"65-74 years"	"65-74"	"1999"	"1999"	"Disorders of eyelid, lacrimal system and orbit"	"H00-H05"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Glaucoma"	"H40-H40"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Disorders of vitreous body and globe"	"H43-H44"	2	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Disorders of optic nerve and visual pathways"	"H46-H47"	1	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of middle ear and mastoid"	"H65-H74"	7	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Acute rheumatic fever"	"I00-I02"	5	18418909	0.0 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Chronic rheumatic heart diseases"	"I05-I09"	849	18418909	4.6
	"65-74 years"	"65-74"	"1999"	"1999"	"Hypertensive diseases"	"I10-I15"	6786	18418909	36.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Ischaemic heart diseases"	"I20-I25"	98840	18418909	536.6
	"65-74 years"	"65-74"	"1999"	"1999"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	2724	18418909	14.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Other forms of heart disease"	"I30-I51"	22848	18418909	124.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Cerebrovascular diseases"	"I60-I69"	24092	18418909	130.8
	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	7284	18418909	39.5
	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	560	18418909	3.0
	"65-74 years"	"65-74"	"1999"	"1999"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	132	18418909	0.7
	"65-74 years"	"65-74"	"1999"	"1999"	"Acute upper respiratory infections"	"J00-J06"	15	18418909	0.1 (Unreliable)
	"65-74 years"	"65-74"	"1999"	"1999"	"Influenza and pneumonia"	"J09-J18"	6861	18418909	37.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Other acute lower respiratory infections"	"J20-J22"	35	18418909	0.2
	"65-74 years"	"65-74"	"1999"	"1999"	"Other diseases of upper respiratory tract"	"J30-J39"	75	18418909	0.4
